timestamp,config,counter,flag,intervention,red,green,blue,osr_c,v_c,current,pol_1,pol_2,osr_angle_1,osr_angle_2,v_angle_1,v_angle_2,angle_1,angle_2,ir_1,vis_1,ir_2,vis_2,ir_3,vis_3,l_11,l_12,l_21,l_22,l_31,l_32,diode_ir_1,diode_vis_1,diode_ir_2,diode_vis_2,diode_ir_3,diode_vis_3,t_ir_1,t_vis_1,t_ir_2,t_vis_2,t_ir_3,t_vis_3,camera,v_board,v_reg
20971.538849097,standard,18.0,0.0,1.0,156.0,255.0,29.0,1.0,5.0,116.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,47948.0,9789.0,6781.0,1372.0,79.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,988.0
20971.665855046,standard,19.0,0.0,1.0,156.0,255.0,29.0,1.0,5.0,116.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,49684.0,10053.0,6828.0,1413.0,77.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20971.792833486,standard,20.0,0.0,1.0,156.0,255.0,29.0,1.0,5.0,117.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,44664.0,9583.0,6385.0,1342.0,81.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20971.919821254,standard,21.0,0.0,1.0,156.0,255.0,29.0,1.0,5.0,114.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,47203.0,9697.0,6821.0,1387.0,74.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20972.046731806,standard,22.0,0.0,1.0,157.0,255.0,29.0,1.0,5.0,114.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,43982.0,9520.0,6515.0,1352.0,77.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20972.173750855,standard,23.0,0.0,1.0,157.0,255.0,30.0,1.0,5.0,115.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,46994.0,9728.0,6658.0,1367.0,78.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20972.299000868,standard,24.0,0.0,1.0,157.0,255.0,30.0,1.0,5.0,116.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,46695.0,9706.0,6913.0,1410.0,80.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20972.421702521,standard,25.0,0.0,1.0,157.0,255.0,30.0,1.0,5.0,110.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,49003.0,10061.0,6809.0,1390.0,77.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20972.5464421,standard,26.0,0.0,1.0,157.0,255.0,30.0,1.0,5.0,110.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,46512.0,9677.0,6864.0,1405.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20972.673427217,standard,27.0,0.0,1.0,158.0,255.0,30.0,1.0,5.0,116.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,48067.0,9897.0,6929.0,1408.0,76.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20972.800496131,standard,28.0,0.0,1.0,158.0,255.0,31.0,1.0,5.0,114.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,47685.0,9855.0,6531.0,1373.0,82.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20972.927317468,standard,29.0,0.0,1.0,158.0,255.0,31.0,1.0,5.0,118.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,46612.0,9800.0,6683.0,1376.0,81.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20973.053076388,standard,30.0,0.0,1.0,158.0,255.0,31.0,1.0,5.0,120.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,46085.0,9788.0,6854.0,1406.0,77.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20973.177152136,standard,31.0,0.0,1.0,158.0,255.0,31.0,1.0,5.0,119.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,46097.0,9777.0,6840.0,1408.0,78.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20973.304224779,standard,32.0,0.0,1.0,159.0,255.0,31.0,1.0,5.0,114.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,46738.0,9593.0,7149.0,1442.0,76.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20973.42926193,standard,33.0,0.0,1.0,159.0,255.0,32.0,1.0,5.0,117.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,47700.0,9851.0,6820.0,1408.0,77.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20973.554058269,standard,34.0,0.0,1.0,159.0,255.0,32.0,1.0,5.0,116.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,47111.0,9816.0,6697.0,1392.0,75.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20973.680925813,standard,35.0,0.0,1.0,159.0,255.0,32.0,1.0,5.0,111.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,46558.0,9789.0,6945.0,1424.0,81.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20973.807914422,standard,36.0,0.0,1.0,159.0,255.0,32.0,1.0,5.0,118.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,50502.0,10229.0,6909.0,1427.0,73.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,988.0
20973.934862417,standard,37.0,0.0,1.0,160.0,255.0,32.0,1.0,5.0,112.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,45860.0,9735.0,6264.0,1365.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20974.060060818,standard,38.0,0.0,1.0,160.0,255.0,33.0,1.0,5.0,108.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,44149.0,9521.0,7189.0,1458.0,77.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20974.184734762,standard,39.0,0.0,1.0,160.0,255.0,33.0,1.0,5.0,109.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,47585.0,9959.0,6998.0,1441.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20974.311710278,standard,40.0,0.0,1.0,160.0,255.0,33.0,1.0,5.0,119.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,45919.0,9733.0,7186.0,1444.0,79.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20974.436863523,standard,41.0,0.0,1.0,160.0,255.0,33.0,1.0,5.0,124.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,48240.0,9809.0,6874.0,1419.0,77.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20974.561572093,standard,42.0,0.0,1.0,161.0,255.0,33.0,1.0,5.0,122.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,45656.0,9659.0,6638.0,1391.0,76.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20974.688591671,standard,43.0,0.0,1.0,161.0,255.0,34.0,1.0,5.0,113.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,50473.0,10280.0,7137.0,1455.0,79.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20974.8146659,standard,44.0,0.0,1.0,161.0,255.0,34.0,1.0,5.0,119.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,48410.0,10034.0,6787.0,1421.0,77.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20974.938363458,standard,45.0,0.0,1.0,161.0,255.0,34.0,1.0,5.0,113.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,48928.0,10072.0,7064.0,1435.0,80.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20975.063560965,standard,46.0,0.0,1.0,161.0,255.0,34.0,1.0,5.0,117.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,49969.0,10285.0,6420.0,1367.0,79.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20975.188239694,standard,47.0,0.0,1.0,162.0,255.0,34.0,1.0,5.0,112.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,46647.0,9861.0,7208.0,1464.0,80.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20975.3133607,standard,48.0,0.0,1.0,162.0,255.0,35.0,1.0,5.0,119.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,44537.0,9702.0,6865.0,1414.0,81.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20975.438067734,standard,49.0,0.0,1.0,162.0,255.0,35.0,1.0,5.0,112.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,46623.0,9811.0,6743.0,1413.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20975.565034007,standard,50.0,0.0,1.0,162.0,255.0,35.0,1.0,5.0,116.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,50308.0,10268.0,6647.0,1405.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20975.692065006,standard,51.0,0.0,1.0,162.0,255.0,35.0,1.0,5.0,114.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,47695.0,9909.0,6776.0,1412.0,77.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20975.818929109,standard,52.0,0.0,1.0,163.0,255.0,35.0,1.0,5.0,110.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,48467.0,9955.0,6915.0,1414.0,83.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,992.0
20975.945737532,standard,53.0,0.0,1.0,163.0,255.0,36.0,1.0,5.0,117.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,47846.0,10098.0,6581.0,1396.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20976.072910055,standard,54.0,0.0,1.0,163.0,255.0,36.0,1.0,5.0,113.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,49422.0,10067.0,6795.0,1426.0,77.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20976.199939095,standard,55.0,0.0,1.0,163.0,255.0,36.0,1.0,5.0,119.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,51262.0,10511.0,7231.0,1464.0,79.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20976.324472484,standard,56.0,0.0,1.0,163.0,255.0,36.0,1.0,5.0,112.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,48806.0,10270.0,7028.0,1443.0,81.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20976.449813381,standard,57.0,0.0,1.0,163.0,255.0,36.0,1.0,5.0,123.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,50470.0,10372.0,6636.0,1403.0,76.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20976.576692156,standard,58.0,0.0,1.0,164.0,255.0,37.0,1.0,5.0,121.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,47764.0,10132.0,7072.0,1456.0,79.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20976.703636362,standard,59.0,0.0,1.0,164.0,255.0,37.0,1.0,5.0,113.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,48694.0,10126.0,6934.0,1444.0,78.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20976.830628212,standard,60.0,0.0,1.0,164.0,255.0,37.0,1.0,5.0,113.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,48112.0,10027.0,7057.0,1452.0,76.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20976.957594821,standard,61.0,0.0,1.0,164.0,255.0,37.0,1.0,5.0,111.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,49623.0,10249.0,6700.0,1390.0,83.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20977.084574277,standard,62.0,0.0,1.0,164.0,255.0,37.0,1.0,5.0,118.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,45199.0,9820.0,6863.0,1434.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20977.21157055,standard,63.0,0.0,1.0,165.0,255.0,38.0,1.0,5.0,117.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,49168.0,10323.0,7289.0,1503.0,82.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1022.0,988.0
20977.336694076,standard,64.0,0.0,1.0,165.0,255.0,38.0,1.0,5.0,110.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,48431.0,10084.0,6847.0,1443.0,76.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,989.0
20977.461347277,standard,65.0,0.0,1.0,165.0,255.0,38.0,1.0,5.0,119.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,512.0,49707.0,10358.0,7448.0,1523.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20977.588322053,standard,66.0,0.0,1.0,165.0,255.0,38.0,1.0,5.0,114.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,49085.0,10263.0,6793.0,1434.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20977.715289781,standard,67.0,0.0,1.0,165.0,255.0,39.0,1.0,5.0,115.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,49969.0,10416.0,6836.0,1427.0,79.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,991.0
20977.84229867,standard,68.0,0.0,1.0,166.0,255.0,39.0,1.0,5.0,114.0,90.0,0.0,1.0,1.0,5.0,5.0,638.0,513.0,49280.0,10238.0,7067.0,1482.0,81.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
20977.96934988,standard,69.0,0.0,1.0,166.0,255.0,39.0,1.0,5.0,116.0,90.0,0.0,1.0,1.0,5.0,5.0,639.0,513.0,48863.0,10246.0,6943.0,1452.0,78.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1023.0,990.0
